+-BORNEOL-DEHYDROGENASE-RXN.c	CPD-1903|CPD-862|NAD|NADH|PROTON
RXN-8171.c	CO-A|CPD-7708|CPD-7714|MALONYL-COA
RXN-8173.c	ALLYSINE|CPD-7682|PROTON|WATER
RXN-8176.c	CPD-7842|CPD1F-766|PROTON|UDP|UDP-GLUCOSE
RXN-8177.c	CPD-7843|PELARGONIDIN-3-GLUCOSIDE-CMPD|PROTON|UDP|UDP-GLUCOSE
RXN-8178.c	CPD-7117|CPD-7844|PROTON|UDP|UDP-GLUCOSE
RXN-8179.c	ADENOSYL-HOMO-CYS|CPD-7846|S-ADENOSYLMETHIONINE|S-STYLOPINE
RXN-8180.c	CPD-7846|NADP|NADPH|OXYGEN-MOLECULE|PROTOPINE|WATER
RXN-8181.c	6-HYDROXYPROTOPINE|DIHYDROSANGUINARINE
RXN-8183.c	CPD-7848|DIHYDROMACARPINE|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PROTON
RXN-8184.c	Acceptor|CPD-7850|CPD1F-129|Donor-H2|OXYGEN-MOLECULE|PROTON|WATER
RXN-8185.c	Acceptor|CPD-7850|CPD-7851|Donor-H2|OXYGEN-MOLECULE|PROTON|WATER
RXN-8186.c	Acceptor|CPD-7849|CPD-7851|Donor-H2|OXYGEN-MOLECULE|WATER
RXN-8187.c	Acceptor|CPD-7847|CPD-7849|Donor-H2|OXYGEN-MOLECULE|WATER
RXN-8189.c	Acceptor|CPD-7852|CPD1F-130|Donor-H2|OXYGEN-MOLECULE|PROTON|WATER
RXN-8190.c	Acceptor|CPD-7847|CPD-7852|Donor-H2|OXYGEN-MOLECULE|PROTON|WATER
RXN-8192.c	CPD-7853|CPD1F-129|PROTON|WATER
RXN-8193.c	CPD-7853|CPD-7854|PROTON
RXN-8194.c	CPD-7856|CPD1F-129|PROTON
RXN-8195.c	CPD-7854|CPD-7856|PROTON|WATER
RXN-8196.c	CPD-7851|CPD-7854
RXN-8197.c	CPD-7857|GERANIOL|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8200.c	16-METHOXY-23-DIHYDRO-3-HYDROXYTABERSON|CPD-7164|WATER
RXN-8201.c	CPD-13001|CPD-7859|VINDOLINE
RXN-8201.v	CPD-13001|CPD-7859|VINDOLINE
RXN-8204.c	CO-A|CPD-7866|CPD1F-766|P-COUMAROYL-COA
RXN-8205.c	CPD-7714|CPD-7866|PROTON|UDP|UDP-GLUCOSE
RXN-8206.c	CO-A|CPD-7117|CPD-7862|MALONYL-COA
RXN-8208.c	CPD-7862|CPD-7870|UDP|UDP-GLUCOSE
RXN-8209.c	CPD-7864|CPD-7870|PROTON|UDP|UDP-GLUCOSE
RXN-821.c	Acceptor|Donor-H2|L-DELTA1-PYRROLINE_5-CARBOXYLATE|PRO|PROTON
RXN-8214.c	Acceptor|CPD-7850|CPD-7860|Donor-H2|OXYGEN-MOLECULE|WATER
RXN-8215.c	Acceptor|CPD-7849|CPD-7860|Donor-H2|OXYGEN-MOLECULE|PROTON|WATER
RXN-8219.c	17-O-ACETYLNORAJMALINE|CPD-7956
RXN-8220.c	17-O-ACETYLNORAJMALINE|CPD-4241
RXN-8221.c	CPD-4241
RXN-8222.c	CPD-7956
RXN-8223.c	421-DEHYDROGEISSOSCHIZINE|STRICTOSIDINE-AGLYCONE
RXN-8224.c	GEISSOSCHIZINE|POLYNEURIDINE-ALDEHYDE|PROTON
RXN-8225.c	16-EPIVELLOSIMINE|VELLOSIMINE
RXN-8228.c	CPD-7117|CPD-7139|PROTON|UDP|UDP-GLUCOSE
RXN-8231.c	CPD-7139|CPD-7966|PROTON|UDP|UDP-GLUCOSE
RXN-8232.c	CAFFEOYL-COA|CO-A|CPD-7963|CPD-7966
RXN-8233.c	CAFFEOYL-COA|CO-A|CPD-7139|CPD-7960
RXN-8234.c	CPD-7960|CPD-7963|PROTON|UDP|UDP-GLUCOSE
RXN-8235.c	CAFFEOYL-COA|CO-A|CPD-7963|CPD-7965
RXN-8236.c	CPD-7968|CPD-7969|CPD1F-114|OXYGEN-MOLECULE
RXN-8237.c	CPD-7968|CPD-7971|NAD|NADH|OXYGEN-MOLECULE|PROTON
RXN-8238.c	ADENOSYL-HOMO-CYS|CPD-7971|CPD-7972|S-ADENOSYLMETHIONINE
RXN-8239.c	ADENOSYL-HOMO-CYS|CPD-7972|CPD-7973|S-ADENOSYLMETHIONINE
RXN-8244.c	AMMONIUM|CPD-394|CPD-7993|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-8246.c	CPD-7993|CPD-7994|WATER
RXN-8247.c	CPD-7994|NIACINE|NICOTINE
RXN-8248.c	CPD-2748|NICOTINE
RXN-8250.c	COUMARIN|DIHYDROCOUMARIN|NADP|NADPH|PROTON
RXN-8251.c	CPD-7995|UNKNOWN
RXN-8252.c	CARBON-DIOXIDE|CPD-7994|CPD-7995
RXN-8253.c	TROPINONE|UNKNOWN
RXN-8254.c	CO-A|CPD-7996|CPD-9918|PROTON|TROPINE
RXN-8255.c	CPD-7996|L-HYOSCYAMINE|PROTON
RXN-8258.c	PSEUDOTROPINE|UNKNOWN
RXN-8259.c	CPD-8001|UNKNOWN
RXN-8262.c	ADENOSYL-HOMO-CYS|CPD-520|CPD-8004|PROTON|S-ADENOSYLMETHIONINE
RXN-8263.c	CPD-8007|CPD1F-90|PROTON|UDP|UDP-GLUCOSE
RXN-8264.c	CPD-520|CPD-8006|PROTON|UDP|UDP-GLUCOSE
RXN-8265.c	CPD-8009|CPD1F-437|UDP|UDP-GLUCOSE
RXN-8266.c	CPD-8012|CPD1F-461|UDP|UDP-GLUCOSE
RXN-8267.c	CPD-520|CPD-8013|PROTON|UDP|UDP-L-RHAMNOSE
RXN-8268.c	CPD-8011|CPD-8013|UDP|UDP-GLUCOSE
RXN-8270.c	CPD-8034|CPD1F-453|UDP|UDP-GLUCOSE
RXN-8271.c	CPD-8033|CPD1F-437|UDP|UDP-GLUCOSE
RXN-8275.c	CARBON-DIOXIDE|INDOLE-CARBOXY-HYDRO-THIAZOLE|PROTON|THIAZOL-YL-INDOLE
RXN-8277.c	CPD-458|CPD-8046|CPD-8047|MYO-INOSITOL
RXN-8278.c	CPD-458|CPD-8046|CPD-8048|MYO-INOSITOL
RXN-8279.c	CPD-458|CPD-8047|CPD-8049|MYO-INOSITOL
RXN-8281.c	4-METHYL-MYO-INOSITOL|CPD-458|CPD-8058|MYO-INOSITOL
RXN-8283.c	APIGENIN|CPD-8062|PROTON|UDP|UDP-GLUCOSE
RXN-8284.c	CPD-170|CPD-458|CPD-8065|MYO-INOSITOL
RXN-8285.c	CPD-170|CPD-8065|CPD-8066
RXN-8286.c	CPD-1099|CPD-170|CPD-8065
RXN-8287.c	CPD-1099|CPD-170|SUCROSE
RXN-8288.c	CPD-458|CPD-8065|CPD-8066|MYO-INOSITOL
RXN-8289.c	CPD-8067|CPD1F-453|PROTON|UDP|UDP-GLUCOSE
RXN-8290.c	CPD-8067|CPD-8068|UDP|UDP-GLUCOSE
RXN-8291.c	CO-A|CPD-8068|CPD-8069|P-COUMAROYL-COA
RXN-8294.c	CPD-2187|CPD-8073|PROTON
RXN-8294.d	CPD-2187|CPD-8073|PROTON
RXN-8295.c	CPD-8073|CPD-8074|PROTON
RXN-8295.d	CPD-8073|CPD-8074|PROTON
RXN-8296.c	CPD-2188|CPD-8075|PROTON
RXN-8296.d	CPD-2188|CPD-8075|PROTON
RXN-8297.c	CPD-8075|CPD-8076|PROTON
RXN-8297.d	CPD-8075|CPD-8076|PROTON
RXN-8298.c	CPD-2189|CPD-8077|PROTON
RXN-8298.d	CPD-2189|CPD-8077|PROTON
RXN-8299.c	CPD-2189|CPD-8078|PROTON
RXN-8299.d	CPD-2189|CPD-8078|PROTON
RXN-8300.c	CPD-8079|CPD-8080|PROTON
RXN-8300.d	CPD-8079|CPD-8080|PROTON
RXN-8301.c	CPD-2190|CPD-8080|PROTON
RXN-8301.d	CPD-2190|CPD-8080|PROTON
RXN-8302.c	CPD-2188|CPD-8077|PROTON
RXN-8302.d	CPD-2188|CPD-8077|PROTON
RXN-8303.c	CPD-8077|CPD-8079|PROTON
RXN-8303.d	CPD-8077|CPD-8079|PROTON
RXN-8304.c	CPD-8073|CPD-8075|PROTON
RXN-8304.d	CPD-8073|CPD-8075|PROTON
RXN-8305.c	CPD-2189|CPD-8075|PROTON
RXN-8305.d	CPD-2189|CPD-8075|PROTON
RXN-8306.c	CPD-2189|CPD-8080|PROTON
RXN-8306.d	CPD-2189|CPD-8080|PROTON
RXN-8307.c	CPD-8074|CPD-8076|PROTON
RXN-8307.d	CPD-8074|CPD-8076|PROTON
RXN-8308.c	CPD-8076|CPD-8078|PROTON
RXN-8308.d	CPD-8076|CPD-8078|PROTON
RXN-8309.c	CPD-2190|CPD-8078|PROTON
RXN-8309.d	CPD-2190|CPD-8078|PROTON
RXN-8310.c	CPD-8082|CPD-8084|PROTON
RXN-8310.d	CPD-8082|CPD-8084|PROTON
RXN-8311.c	CPD-8081|CPD-8084|PROTON
RXN-8311.d	CPD-8081|CPD-8084|PROTON
RXN-8313.c	CPD-8082|CPD-8083|PROTON
RXN-8313.d	CPD-8082|CPD-8083|PROTON
RXN-8314.c	CPD-8081|CPD-8083|PROTON
RXN-8314.d	CPD-8081|CPD-8083|PROTON
RXN-8316.c	CPD-2183|CPD-8086|PROTON
RXN-8316.d	CPD-2183|CPD-8086|PROTON
RXN-8317.c	CPD-8086|CPD-8087|PROTON
RXN-8317.d	CPD-8086|CPD-8087|PROTON
RXN-8318.c	CPD-2185|CPD-8086|PROTON
RXN-8318.d	CPD-2185|CPD-8086|PROTON
RXN-8319.c	CPD-2186|CPD-8087|PROTON
RXN-8319.d	CPD-2186|CPD-8087|PROTON
RXN-8320.c	CPD-2181|CPD-8088|PROTON
RXN-8320.r	CPD-2181|CPD-8088|PROTON
RXN-8321.c	CPD-8088|CPD-8089|PROTON
RXN-8321.r	CPD-8088|CPD-8089|PROTON
RXN-8322.c	CPD-2182|CPD-8091|PROTON
RXN-8322.r	CPD-2182|CPD-8091|PROTON
RXN-8323.c	CPD-2182|CPD-8090|PROTON
RXN-8323.r	CPD-2182|CPD-8090|PROTON
RXN-8324.c	CPD-8092|CPD-8093|PROTON
RXN-8324.r	CPD-8092|CPD-8093|PROTON
RXN-8325.c	1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE|CPD-8093|PROTON
RXN-8325.r	1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE|CPD-8093|PROTON
RXN-8326.c	CPD-8091|CPD-8092|PROTON
RXN-8326.r	CPD-8091|CPD-8092|PROTON
RXN-8327.c	CPD-2181|CPD-8091|PROTON
RXN-8327.r	CPD-2181|CPD-8091|PROTON
RXN-8328.c	CPD-2182|CPD-8088|PROTON
RXN-8328.r	CPD-2182|CPD-8088|PROTON
RXN-8329.c	CPD-2182|CPD-8093|PROTON
RXN-8329.r	CPD-2182|CPD-8093|PROTON
RXN-8330.c	CPD-8089|CPD-8090|PROTON
RXN-8330.r	CPD-8089|CPD-8090|PROTON
RXN-8331.c	1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE|CPD-8090|PROTON
RXN-8331.r	1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE|CPD-8090|PROTON
RXN-8332.c	CPD-8094|CPD-8098|OXYGEN-MOLECULE|WATER
RXN-8332.d	CPD-8094|CPD-8098|OXYGEN-MOLECULE|WATER
RXN-8333.c	CPD-8094|CPD-8095|PROTON|WATER
RXN-8334.c	CPD-8095|CPD-8096|PROTON
RXN-8335.c	CPD-8096|CPD-8097|PROTON|WATER
RXN-8336.c	CPD-676|CPD-8098
RXN-8340.c	GTP|PPI|PRECURSOR-Z
RXN-8342.c	CPD-4|MPT-Synthases|PRECURSOR-Z|Thiocarboxylated-MPT-synthases|WATER
RXN-8343.c	Acceptor|Donor-H2|Gamma-linolenoyl-groups|Linoleoyl-groups|OXYGEN-MOLECULE|WATER
RXN-8343.r	Acceptor|Donor-H2|Gamma-linolenoyl-groups|Linoleoyl-groups|OXYGEN-MOLECULE|WATER
RXN-8344.c	ATP|CPD-4|CPD-8122|PPI|PROTON
RXN-8345.c	CPD-8120|Gamma-linolenoyl-groups
RXN-8345.r	CPD-8120|Gamma-linolenoyl-groups
RXN-8346.c	ARACHIDONIC_ACID|Acceptor|CPD-8120|Donor-H2|OXYGEN-MOLECULE|WATER
RXN-8347.c	Acceptor|CPD-12653|Donor-H2|LINOLENIC_ACID|OXYGEN-MOLECULE|WATER
RXN-8348.c	AMP|CPD-3|CPD-8122|CPD-8123|PROTON|WATER
RXN-8349.c	ACP|CARBON-DIOXIDE|CPD-12653|CPD-8121|MALONYL-ACP|NADP|NADPH|PROTON|WATER
RXN-8349.r	ACP|CARBON-DIOXIDE|CPD-12653|CPD-8121|MALONYL-ACP|NADP|NADPH|PROTON|WATER
RXN-8350.c	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE|Acceptor|CPD-8121|Donor-H2|OXYGEN-MOLECULE|WATER
RXN-8351.c	CPD-8123|CPD-8124|CYS|L-ALPHA-ALANINE|PROTON|WATER
RXN-8352.c	CPD-4161|CPD-8134|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8353.c	CPD-4141|CPD-8134|PROTON
RXN-8354.c	PROTON|UDP|UDP-GLUCOSE
RXN-8355.c	PROTON|UDP|UDP-GLUCOSE
RXN-8357.c	CPD-7061|CPD-8155|PHYTOL|PROTON|WATER
RXN-8360.c	CPD-8157|CPD-8158|PROTON
RXN-8360.r	CPD-8157|CPD-8158|PROTON
RXN-8361.c	CPD-8158|CPD-8159|PROTON
RXN-8361.r	CPD-8158|CPD-8159|PROTON
RXN-8363.c	CPD-8160|CPD-8161|PROTON
RXN-8363.d	CPD-8160|CPD-8161|PROTON
RXN-8364.c	CPD-8161|CPD-8162|PROTON
RXN-8364.d	CPD-8161|CPD-8162|PROTON
RXN-8365.c	CPD-8163|CPD-8164|PROTON
RXN-8365.d	CPD-8163|CPD-8164|PROTON
RXN-8366.c	CPD-8165|CPD-8167|PROTON
RXN-8366.d	CPD-8165|CPD-8167|PROTON
RXN-8367.c	CPD-8165|CPD-8166|PROTON
RXN-8367.d	CPD-8165|CPD-8166|PROTON
RXN-8368.c	CPD-8166|CPD-8168|PROTON
RXN-8368.d	CPD-8166|CPD-8168|PROTON
RXN-8369.c	CPD-8167|CPD-8168|PROTON
RXN-8369.d	CPD-8167|CPD-8168|PROTON
RXN-8372.c	CPD-8171|CPD-9965|PROTON
RXN-8378.c	CHLOROPHYLL-A|CPD-8155|MG+2|PROTON
RXN-8379.c	2-KETOGLUTARATE|CARBON-DIOXIDE|CPD-6991|CPD-8184|OXYGEN-MOLECULE|SUC|WATER
RXN-8382.c	CPD-4211|CPD-8186|CPD-8192|PPI
RXN-8382.r	CPD-4211|CPD-8186|CPD-8192|PPI
RXN-8383.c	CPD-8191|CPD-8192|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8383.r	CPD-8191|CPD-8192|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8386.c	ACETONE|CPD-8191|NADP|NADPH|OXYGEN-MOLECULE|PHYTOALEXIN-CMPD|PROTON|WATER
RXN-8386.r	ACETONE|CPD-8191|NADP|NADPH|OXYGEN-MOLECULE|PHYTOALEXIN-CMPD|PROTON|WATER
RXN-8387.c	BERGAPTOL|NADP|NADPH|OXYGEN-MOLECULE|PHYTOALEXIN-CMPD|PROTON|WATER
RXN-8387.r	BERGAPTOL|NADP|NADPH|OXYGEN-MOLECULE|PHYTOALEXIN-CMPD|PROTON|WATER
RXN-8388.c	Delta6-hexadecenoyl-ACPs|Palmitoyl-ACPs
RXN-8388.m	Delta6-hexadecenoyl-ACPs|Palmitoyl-ACPs
RXN-8389.c	Acceptor|Donor-H2|OXYGEN-MOLECULE|Palmitoleoyl-ACPs|Palmitoyl-ACPs|WATER
RXN-8389.d	Acceptor|Donor-H2|OXYGEN-MOLECULE|Palmitoleoyl-ACPs|Palmitoyl-ACPs|WATER
RXN-8390.c	Acceptor|Delta4-hexadecenoyl-ACPs|Donor-H2|OXYGEN-MOLECULE|Palmitoyl-ACPs|WATER
RXN-8390.d	Acceptor|Delta4-hexadecenoyl-ACPs|Donor-H2|OXYGEN-MOLECULE|Palmitoyl-ACPs|WATER
RXN-8391.c	3-oxo-petroselinoyl-ACPs|ACP|CARBON-DIOXIDE|Delta4-hexadecenoyl-ACPs|MALONYL-ACP|PROTON
RXN-8391.d	3-oxo-petroselinoyl-ACPs|ACP|CARBON-DIOXIDE|Delta4-hexadecenoyl-ACPs|MALONYL-ACP|PROTON
RXN-8392.c	CPD-8203|OLEATE-CPD|PROTON
RXN-8393.c	CPD-8203|CPD-8204
RXN-8404.c	CPD-8215|CPD-8216|NADP|NADPH|PROTON|WATER
RXN-8409.c	METOH|PROTON|WATER
RXN-8411.c	CPD-8228|LINOLEIC_ACID|PROTON
RXN-8412.c	CPD-8229|LINOLEIC_ACID|PROTON
RXN-8413.c	CPD-8231|LINOLEIC_ACID|PROTON
RXN-8413.r	CPD-8231|LINOLEIC_ACID|PROTON
RXN-8414.c	CPD-8230|FARNESYL-PP|PPI
RXN-8415.c	CPD-8233|FARNESYL-PP|PPI
RXN-8416.c	FARNESYL-PP|PPI
RXN-8417.c	FARNESYL-PP|PPI
RXN-8418.c	FARNESYL-PP|PPI
RXN-8419.c	FARNESYL-PP|PPI
RXN-8421.c	FARNESYL-PP|PPI
RXN-8422.c	CPD-8239|FARNESYL-PP|PPI
RXN-8423.c	FARNESYL-PP|PPI
RXN-8424.c	FARNESYL-PP|PPI
RXN-8425.c	FARNESYL-PP|PPI
RXN-8426.c	FARNESYL-PP|PPI
RXN-8428.c	FARNESYL-PP|PPI
RXN-8429.c	CPD-8246|FARNESYL-PP|PPI
RXN-8430.c	FARNESYL-PP|PPI
RXN-8431.c	FARNESYL-PP|PPI
RXN-8432.c	CPD-8232|FARNESYL-PP|PPI
RXN-8434.c	CPD-8250|EPOXYSQUALENE
RXN-8435.c	CPD-8052|CPD-8253|PROTON|UDP
RXN-8436.c	CPD-8253|CPD-8254|Galactosides
RXN-8437.c	CPD-8254|CPD-8255|Galactosides
RXN-8438.c	CPD-8052|CPD-8257|PROTON|UDP
RXN-8439.c	CPD-8256|CPD-8257|Galactosides
RXN-8440.c	CPD-8256|CPD-8258|Galactosides
RXN-8441.c	NIACINAMIDE|NICOTINAMIDE_RIBOSE|PROTON|WATER
RXN-8442.c	CPD-8259|D-RIBULOSE-1-P|NIACINE|PROTON|Pi
RXN-8443.c	ADP|ATP|CPD-8259|NICOTINATE_NUCLEOTIDE|PROTON
RXN-8444.c	NIACINE|NICOTINATE_NUCLEOTIDE|PROTON|RIBOSE-5P|WATER
RXN-8449.c	CPD1F-437|RUTIN|UDP|UDP-L-RHAMNOSE
RXN-8450.c	2-KETOGLUTARATE|CARBON-DIOXIDE|CPD-7087|MYRICETIN|OXYGEN-MOLECULE|SUC|WATER
RXN-8451.c	ADENOSYL-HOMO-CYS|CPD-8605|MYRICETIN|PROTON|S-ADENOSYLMETHIONINE
RXN-8452.c	ADENOSYL-HOMO-CYS|CPD-8605|PROTON|S-ADENOSYLMETHIONINE|SYRINGETIN
RXN-8453.c	APIGENIN|CPD-12575|CPD-8632|PROTON|UDP
RXN-8454.c	CPD-8632|CPD-8634|OXYGEN-MOLECULE|PROTON|WATER
RXN-8455.c	CPD-3021|CPD-8633|PROTON|UDP|UDP-GLUCOSE
RXN-8456.c	CPD-8633|CPD-8635|OXYGEN-MOLECULE|PROTON|WATER
RXN-8458.c	CARBON-DIOXIDE|CO-A|CPD-8636|MALONYL-COA|P-COUMAROYL-COA|PROTON|WATER
RXN-8459.c	CPD-8636|CPD-8647|NADP|NADPH|PROTON
RXN-8460.c	CPD-253|L-DIHYDROXY-PHENYLALANINE|OXYGEN-MOLECULE|PROTON
RXN-8461.c	CPD-253|CPD-8651|PROTON|WATER
RXN-8469.c	CPD-8660|CPD-8661|CPD1F-130|OXYGEN-MOLECULE
RXN-8469.d	CPD-8660|CPD-8661|CPD1F-130|OXYGEN-MOLECULE
RXN-8470.c	Acceptor|CPD-8660|CPD-8662|Donor-H2|PROTON|WATER
RXN-8471.c	CPD-8662|CPD-8663|UDP|UDP-GLUCOSE
RXN-8472.c	CPD-8663|CPD-8664|PROTON|UDP|UDP-GLUCOSE
RXN-8473.c	CPD-8663|CPD-8667|UDP|UDP-GLUCOSE
RXN-8474.c	CPD-8665|CPD-8667|PROTON|UDP|UDP-GLUCOSE
RXN-8475.c	CPD-8664|CPD-8665|UDP|UDP-GLUCOSE
RXN-8476.c	CPD-8665|CPD-8666|PROTON|UDP|UDP-GLUCOSE
RXN-8477.c	CPD-8661|CPD-8668|PROTON|UDP|UDP-GLUCOSE
RXN-8478.c	CPD-8651|CPD-8652|CPD-8653|PROTON|WATER
RXN-8479.c	CPD-8653|CPD-8654|PROTON|UDP|UDP-GLUCOSE
RXN-8480.c	CPD-8653|CPD-8655|PROTON|UDP|UDP-GLUCOSE
RXN-8481.c	CPD-8652|CPD-8656|PROTON|UDP|UDP-GLUCOSE
RXN-8482.c	CPD-8651|CPD-8654|CPD-8656|PROTON|WATER
RXN-8483.c	CPD-8652|DOPAQUINONE|PROTON
RXN-8484.c	CPD-8656|CPD-8657|PROTON|UDP|UDP-GLUCURONATE
RXN-8485.c	CPD-8651|CPD-8657|CPD-8658|PROTON|WATER
RXN-8486.c	CPD-8651|CPD-8659|DOPAMINE|PROTON|WATER
RXN-8487.c	CPD-8651|CPD-8670|PROTON|TYR|WATER
RXN-8488.c	ASCORBATE|CPD-8670|CPD-8671|L-DEHYDRO-ASCORBATE|OXYGEN-MOLECULE|PROTON|WATER
RXN-8489.c	CPD-8671|CPD-8672|OXYGEN-MOLECULE|WATER
RXN-8490.c	CPD-8653|CPD-8672|PROTON
RXN-8491.c	CPD-8651|CPD-8671|L-DIHYDROXY-PHENYLALANINE|PROTON|WATER
RXN-8492.c	CPD-8658|CPD-8674|CPD-8675|GLC
RXN-8493.c	CPD-8658|CPD-8673|CPD-8676|GLC
RXN-8495.c	CPD-8677|LINOLEIC_ACID|OXYGEN-MOLECULE
RXN-8495.d	CPD-8677|LINOLEIC_ACID|OXYGEN-MOLECULE
RXN-8496.c	CPD-8677|CPD-8679|WATER
RXN-8497.c	CPD-8678|LINOLENIC_ACID|OXYGEN-MOLECULE
RXN-8497.d	CPD-8678|LINOLENIC_ACID|OXYGEN-MOLECULE
RXN-8498.c	CPD-8678|CPD-8680|WATER
RXN-8499.c	CPD-8677|CPD-8681|WATER
RXN-8500.c	CPD-8678|CPD-8682|WATER
RXN-8501.c	CPD-8681|CPD-8683|WATER
RXN-8502.c	CPD-8677|CPD-8684|CPD-8686
RXN-8503.c	CPD-8678|CPD-8685|CPD-8686
RXN-8504.c	13-HYDROPEROXYOCTADECA-911-DIENOATE|CPD-8690|WATER
RXN-8507.c	--ABIETADIENE|CPD-8691|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8508.c	CPD-8691|CPD-8692|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8509.c	CPD-8692|CPD-8693|WATER
RXN-8510.c	CPD-8693|CPD-8694|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8511.c	CPD-4750|CPD-8695|PPI
RXN-8512.c	CPD-4750|CPD-8696|PPI
RXN-8513.c	CPD-4750|CPD-8697|PPI
RXN-8514.c	CPD-4750|CPD-8699|PPI
RXN-8515.c	CPD-8695|CPD-8705|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8516.c	CPD-8706|CPD-8707|WATER
RXN-8517.c	CPD-8705|CPD-8706|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8518.c	CPD-8707|CPD-8708|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8519.c	CPD-8696|CPD-8709|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8520.c	CPD-8709|CPD-8710|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8521.c	CPD-8710|CPD-8711|WATER
RXN-8522.c	CPD-8711|CPD-8712|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8523.c	CPD-8697|CPD-8714|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8524.c	CPD-8714|CPD-8715|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8525.c	CPD-8715|CPD-8716|WATER
RXN-8526.c	CPD-8716|CPD-8717|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8528.c	CPD-8719|GERANYLGERANYL-PP
RXN-8530.c	--ABIETADIENE|Acceptor|CPD-8721|Donor-H2
RXN-8531.c	CPD-8721|CPD-8722|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8532.c	CPD-8722|CPD-8723|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8533.c	CPD-8723|CPD-8724|WATER
RXN-8534.c	CPD-8724|CPD-8725|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8535.c	CPD-8699|CPD-8726|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8536.c	CPD-8726|CPD-8727|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8537.c	CPD-8727|CPD-8728|WATER
RXN-8538.c	CPD-8728|CPD-8729|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-8540.c	CPD-8701|FARNESYL-PP|PPI
RXN-8541.c	CPD-8730|FARNESYL-PP|PPI
RXN-8542.c	FARNESYL-PP|PPI
RXN-8543.c	FARNESYL-PP|PPI
RXN-8544.c	FARNESYL-PP|PPI
RXN-8545.c	FARNESYL-PP|PPI
RXN-8546.c	CPD-8735|GERANYL-PP|PPI
RXN-8547.c	GERANYL-PP|PPI
RXN-8548.c	FARNESYL-PP|PPI
RXN-8549.c	CPD-8737|FARNESYL-PP|PPI
RXN-8550.c	CPD-8738|FARNESYL-PP|PPI
RXN-8552.c	CPD-8743|FARNESYL-PP|PPI
RXN-8553.c	CPD-8744|FARNESYL-PP|PPI
RXN-8554.c	FARNESYL-PP|PPI
RXN-8555.c	FARNESYL-PP|PPI
RXN-8556.c	FARNESYL-PP|PPI
RXN-8557.c	FARNESYL-PP|PPI
RXN-8558.c	FARNESYL-PP|PPI
RXN-8559.c	FARNESYL-PP|PPI
RXN-8560.c	FARNESYL-PP|PPI
RXN-8561.c	CPD-8745|FARNESYL-PP|PPI
RXN-8562.c	CPD-8746|FARNESYL-PP|PPI
RXN-8563.c	CPD-8754|GERANYL-PP|PPI
RXN-8564.c	CPD-8755|GERANYL-PP|PPI
RXN-8565.c	CPD-8756|GERANYL-PP|PPI
RXN-8566.c	CPD-8758|FARNESYL-PP|PPI
RXN-8567.c	CPD-7650|CPD-8651|CPD-8757|PROTON|WATER
RXN-8571.c	FARNESYL-PP|PPI|WATER
RXN-8572.c	CPD-8762|FARNESYL-PP|PPI
RXN-8573.c	FARNESYL-PP|PPI
RXN-8574.c	CPD-8764|FARNESYL-PP|PPI
RXN-8574.d	CPD-8764|FARNESYL-PP|PPI
RXN-8576.c	GERANYL-PP|PPI
RXN-8584.c	Beta-phellandrene|CPD-461|PPI
RXN-8587.c	Alpha-selinene|FARNESYL-PP|PPI
RXN-8589.c	FARNESYL-PP|PPI
RXN-8594.c	FARNESYL-PP|PPI
RXN-8598.c	FARNESYL-PP|PPI
RXN-8601.c	FARNESYL-PP|PPI
RXN-8602.c	FARNESYL-PP|PPI
RXN-8603.c	FARNESYL-PP|PPI
